ds,Naive,origin,SeasonalNaive,ARIMA,SARIMA,SES,ETS AAA,ETS MAM,ETS MMM,ETS MAdM,HistoricAverage,WindowAverage,AutoARIMA,AutoETS,Damped AutoETS,AutoCES,AutoTheta,SESOpt,SeasonalES,SeasESOpt,RWD,unique_id,LightGBM,CatBoost,XgBoost,RandomForest,TimeGPT
1960-08-31 00:00:00,,120,,,510.461,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,120,,,411.29895,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,120,,,365.74765,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,120,,,317.0962,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,120,,,344.296,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,342.53403,,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,320.93002,,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,365.41858,,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,123,,,388.3953,,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,123,,,402.68506,,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,123,,,474.1614,,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,126,,,530.0321,,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,126,,,542.7368,,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,126,,,445.64526,,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,129,,,416.61786,,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,129,,,368.21564,,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,129,,,395.55997,,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,,,422.91266,,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,,,404.62653,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,,,466.9359,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,135,,,415.12674,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,135,,,437.65167,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,135,,,492.39825,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,138,,,605.72723,,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,138,,,616.8965,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,138,,,520.8553,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,141,,,455.82202,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,141,,,410.4873,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,141,,,451.85733,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,342.53403,,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,320.93002,,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,365.41858,,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,,,351.71353,,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,,,366.3282,,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,,,438.0643,,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,126,,,530.0321,,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,126,,,542.7368,,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,126,,,445.64526,,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,126,,,399.54608,,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,126,,,351.30768,,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,126,,,378.74774,,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,,,422.91266,,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,,,404.62653,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,,,466.9359,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,132,,,456.6326,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,132,,,479.77408,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,132,,,533.4925,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,138,,,605.72723,,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,138,,,616.8965,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,138,,,520.8553,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,138,,,465.993,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,138,,,420.63193,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,138,,,461.822,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,342.53403,,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,320.93002,,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,365.41858,,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,,,351.71353,,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,,,366.3282,,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,,,438.0643,,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,120,,,493.4381,,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,120,,,506.84396,,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,120,,,407.68192,,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,120,,,362.1306,,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,120,,,313.47916,,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,120,,,340.67896,,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,,,422.91266,,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,,,404.62653,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,,,466.9359,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,132,,,456.6326,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,132,,,479.77408,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,132,,,533.4925,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,132,,,607.6232,,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,132,,,618.7872,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,132,,,522.6518,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,132,,,467.53564,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,132,,,422.24182,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,132,,,463.86346,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,123,,,,372.28372,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,123,,,,372.28372,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,123,,,,372.28372,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,126,,,,413.26636,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,126,,,,413.26636,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,126,,,,413.26636,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,129,,,,476.12854,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,129,,,,476.12854,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,129,,,,476.12854,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,135,,,,414.62137,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,135,,,,414.62137,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,135,,,,414.62137,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,138,,,,466.62686,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,138,,,,466.62686,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,138,,,,466.62686,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,141,,,,528.8617,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,141,,,,528.8617,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,141,,,,528.8617,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,126,,,,413.26636,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,126,,,,413.26636,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,126,,,,413.26636,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,126,,,,413.26636,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,126,,,,413.26636,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,126,,,,413.26636,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,138,,,,466.62686,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,138,,,,466.62686,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,138,,,,466.62686,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,138,,,,466.62686,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,138,,,,466.62686,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,138,,,,466.62686,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,120,,,,368.12466,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,132,,,,423.17007,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,,,376.77344,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,,,375.96753,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,,,405.24295,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,,,,,408.20538,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,,,,,404.54596,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,,,,,436.949,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,120,,,,,468.76224,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,120,,,,,465.307,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,120,,,,,427.12558,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,120,,,,,399.65103,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,120,,,,,367.81198,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,120,,,,,395.0715,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,120,,,,,404.41037,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,120,,,,,403.60446,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,120,,,,,432.87988,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,120,,,,,435.84232,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,120,,,,,432.1829,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,120,,,,,464.58594,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,120,,,,,496.39917,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,120,,,,,492.94394,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,120,,,,,454.7625,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,120,,,,,427.28796,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,120,,,,,395.4489,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,120,,,,,422.70844,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,,,376.77344,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,,,375.96753,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,,,405.24295,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,123,,,,,393.15213,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,123,,,,,402.63364,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,123,,,,,432.08734,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,126,,,,,477.6474,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,126,,,,,477.13895,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,126,,,,,436.2824,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,129,,,,,446.7491,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,129,,,,,418.8145,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,129,,,,,449.87567,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,,,,,409.68015,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,,,,,390.04407,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,,,,,448.9298,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,135,,,,,432.64923,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,135,,,,,439.8292,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,135,,,,,470.8948,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,138,,,,,587.8234,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,138,,,,,596.6415,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,138,,,,,499.06152,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,141,,,,,444.88528,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,141,,,,,397.11588,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,141,,,,,434.58588,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,,,376.77344,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,,,375.96753,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,,,405.24295,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,,,,,408.20538,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,,,,,404.54596,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,,,,,436.949,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,126,,,,,477.6474,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,126,,,,,477.13895,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,126,,,,,436.2824,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,126,,,,,403.93967,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,126,,,,,375.47958,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,126,,,,,402.6445,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,,,,,409.68015,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,,,,,390.04407,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,,,,,448.9298,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,132,,,,,435.445,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,132,,,,,454.69995,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,132,,,,,507.90497,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,138,,,,,587.8234,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,138,,,,,596.6415,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,138,,,,,499.06152,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,138,,,,,443.66238,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,138,,,,,397.73077,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,138,,,,,437.16736,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,,,376.77344,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,,,375.96753,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,,,405.24295,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,,,,,408.20538,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,,,,,404.54596,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,,,,,436.949,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,120,,,,,468.76224,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,120,,,,,465.307,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,120,,,,,427.12558,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,120,,,,,399.65103,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,120,,,,,367.81198,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,120,,,,,395.0715,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,,,,,409.68015,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,,,,,390.04407,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,,,,,448.9298,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,132,,,,,435.445,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,132,,,,,454.69995,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,132,,,,,507.90497,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,132,,,,,577.6224,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,132,,,,,581.99677,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,132,,,,,479.94614,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,132,,,,,421.5228,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,132,,,,,373.5909,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,132,,,,,410.59497,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,,,,383.21008,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,,,,383.2403,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,,,,438.69473,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,,,,,,423.2117,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,,,,,,422.7736,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,,,,,,482.49686,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,120,,,,,,533.3049,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,120,,,,,,534.4041,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,120,,,,,,467.19443,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,120,,,,,,408.84476,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,120,,,,,,358.32346,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,120,,,,,,404.58755,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,120,,,,,,419.42657,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,120,,,,,,419.17664,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,120,,,,,,479.51205,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,120,,,,,,462.2855,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,120,,,,,,461.50888,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,120,,,,,,526.36914,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,120,,,,,,581.4323,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,120,,,,,,582.2708,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,120,,,,,,508.73108,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,120,,,,,,444.92642,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,120,,,,,,389.71564,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,120,,,,,,439.77597,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,,,,383.21008,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,,,,383.2403,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,,,,438.69473,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,123,,,,,,421.34662,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,123,,,,,,418.00244,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,123,,,,,,476.33398,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,126,,,,,,524.8454,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,126,,,,,,523.62396,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,126,,,,,,461.70502,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,129,,,,,,402.932,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,129,,,,,,352.71835,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,129,,,,,,399.10342,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,,,,,,412.4371,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,,,,,,409.38452,,,,,,,,,,,,,,,,,,,
